,ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
435,5009340,1,1,0,0,252000.0,2,2,0,0,29.5,6.8,6,2.0,0,35
437,5009342,1,1,0,0,252000.0,2,2,0,0,29.5,6.8,6,2.0,0,29
439,5009344,1,1,0,0,252000.0,2,2,0,0,29.5,6.8,6,2.0,0,16
440,5009345,1,1,0,0,252000.0,2,2,0,0,29.5,6.8,6,2.0,0,24
441,5009346,1,1,0,0,252000.0,2,2,0,0,29.5,6.8,6,2.0,0,10
442,5009349,1,0,0,0,180000.0,2,2,0,0,57.11,0.4,4,2.0,0,31
443,5009354,1,0,0,0,180000.0,2,2,0,0,57.11,0.4,4,2.0,0,6
444,5009355,0,0,0,0,135000.0,2,2,0,0,53.11,14.5,8,2.0,0,26
446,5009359,0,1,0,0,380250.0,2,1,1,0,52.2,19.474999999999998,10,1.0,0,16
447,5009360,0,1,0,0,380250.0,2,1,1,0,52.2,19.474999999999998,10,1.0,0,9
448,5009361,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,21
449,5009362,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,17
451,5009364,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,5
452,5009365,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,20
453,5009366,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,59
454,5009367,1,1,0,0,180000.0,2,1,0,0,40.8,1.7,4,2.0,0,44
455,5009368,1,1,0,0,115290.0,0,2,0,0,63.6,0.0,12,2.0,0,14
456,5009369,1,1,0,0,115290.0,0,2,0,0,63.6,0.0,12,2.0,0,10
457,5009370,1,1,0,0,115290.0,0,2,0,0,63.6,0.0,12,2.0,0,9
460,5009373,1,1,0,0,115290.0,0,2,0,0,63.6,0.0,12,2.0,0,17
461,5009378,0,0,0,2,225000.0,2,1,0,0,30.11,4.9,3,4.0,0,40
462,5009379,1,1,0,1,135000.0,2,2,0,0,25.1,3.3,15,3.0,0,5
464,5009381,1,1,0,1,135000.0,2,2,0,0,25.1,3.3,15,3.0,0,9
465,5009382,1,1,0,1,135000.0,2,2,0,0,25.1,3.3,15,3.0,0,10
466,5009383,0,0,0,0,380250.0,2,1,0,0,40.3,15.3,10,2.0,0,31
467,5009384,0,0,0,0,380250.0,2,1,0,0,40.3,15.3,10,2.0,0,34
468,5009386,0,0,0,0,380250.0,2,1,0,0,40.3,15.3,10,2.0,0,7
470,5009389,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,17
471,5009391,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,35
472,5009392,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,36
473,5009393,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,32
474,5009394,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,12
475,5009395,1,0,0,0,279000.0,2,1,1,0,30.3,8.8,3,1.0,0,6
476,5009396,0,0,0,1,76500.0,2,1,0,0,34.3,1.4,0,3.0,0,56
477,5009397,0,0,0,1,76500.0,2,1,0,0,34.3,1.4,0,3.0,0,59
478,5009398,0,0,0,1,76500.0,2,1,0,0,34.3,1.4,0,3.0,0,34
480,5009400,0,0,0,1,76500.0,2,1,0,0,34.3,1.4,0,3.0,0,51
481,5009401,0,0,0,1,76500.0,2,1,0,0,34.3,1.4,0,3.0,0,57
482,5009402,1,0,0,0,202500.0,2,2,0,0,56.5,0.8,17,2.0,0,8
483,5009403,1,0,0,0,202500.0,2,2,0,0,56.5,0.8,17,2.0,0,45
484,5009404,0,0,0,2,67500.0,2,1,0,0,28.3,1.2,3,4.0,0,8
485,5009405,1,0,0,0,234000.0,2,1,0,0,38.1,6.3,4,2.0,0,21
487,5009408,1,0,0,0,234000.0,2,1,0,0,38.1,6.3,4,2.0,0,38
488,5009410,1,0,0,0,234000.0,2,1,0,0,38.1,6.3,4,2.0,0,42
489,5112901,1,0,0,0,234000.0,2,1,0,0,38.1,6.3,4,2.0,0,37
490,5009415,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,8
491,5009416,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,3
492,5009417,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,5
493,5009418,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,7
494,5009419,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,4
495,5009420,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,17
496,5009421,0,0,0,0,90000.0,2,2,1,0,52.1,1.3,3,1.0,0,9
497,5009423,0,0,0,0,81000.0,2,2,0,0,53.7,2.9,17,2.0,0,10
498,5009424,1,0,0,0,108000.0,2,2,1,0,22.5,3.7,2,1.0,0,27
499,5009425,1,0,0,0,108000.0,2,2,1,0,22.5,3.7,2,1.0,0,19
500,5009426,1,0,0,0,99000.0,0,2,0,0,54.7,0.0,12,2.0,0,11
501,5009427,1,0,0,0,99000.0,0,2,0,0,54.7,0.0,12,2.0,0,2
502,5009428,1,0,0,0,198000.0,2,2,1,3,23.8,3.2,8,1.0,0,15
503,5009429,1,0,0,0,198000.0,2,2,1,3,23.8,3.2,8,1.0,0,3
504,5009431,1,1,0,0,360000.0,2,1,0,1,40.7,3.3,4,2.0,0,14
505,5009435,0,0,0,0,135000.0,0,2,0,0,54.7,0.0,12,2.0,0,24
506,5090746,0,0,0,0,135000.0,0,2,0,0,54.7,0.0,12,2.0,0,10
507,5009436,0,0,0,0,76500.0,0,2,0,0,64.4,0.0,12,2.0,0,4
508,5009437,0,0,0,0,76500.0,0,2,0,0,64.4,0.0,12,2.0,0,5
512,5009441,0,0,0,0,90000.0,2,2,0,0,25.12,4.7,12,2.0,0,8
514,5009443,0,0,0,0,90000.0,2,2,0,0,25.12,4.7,12,2.0,0,5
515,5009444,0,0,0,0,90000.0,2,2,0,0,25.12,4.7,12,2.0,0,9
516,5009445,0,1,0,0,270000.0,2,1,0,0,37.11,2.0,12,2.0,0,17
517,5009447,1,1,0,0,81000.0,2,2,0,3,39.6,9.3,4,2.0,0,8
518,5009448,1,1,0,0,81000.0,2,2,0,3,39.6,9.3,4,2.0,0,13
519,5009450,0,0,0,0,202500.0,2,1,0,0,47.3,3.8,8,2.0,0,23
522,5009453,0,0,0,0,202500.0,2,1,0,0,47.3,3.8,8,2.0,0,17
523,5009454,0,0,0,0,202500.0,2,1,0,0,47.3,3.8,8,2.0,0,44
525,5009456,0,0,0,0,202500.0,2,1,0,0,47.3,3.8,8,2.0,0,60
526,5009457,0,0,0,0,202500.0,2,1,0,0,47.3,3.8,8,2.0,0,22
528,5009459,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,10
529,5009460,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,9
530,5009465,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,58
531,5009466,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,23
532,5009468,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,51
533,5009469,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,7
534,5009470,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,22
536,5009472,0,0,0,0,157500.0,2,2,0,0,53.11,19.474999999999998,12,2.0,0,32
537,5009473,0,0,0,0,180000.0,2,1,0,0,36.3,12.2,12,2.0,0,14
538,5009481,0,0,0,0,180000.0,2,1,0,0,36.3,12.2,12,2.0,0,13
539,5009482,0,0,0,0,180000.0,2,1,0,0,36.3,12.2,12,2.0,0,2
540,5009484,0,0,0,0,135000.0,2,2,0,1,33.2,2.2,2,2.0,0,18
541,5009485,0,0,0,0,135000.0,2,2,0,1,33.2,2.2,2,2.0,0,11
542,5009487,0,0,0,2,135000.0,2,2,0,0,26.8,7.1,12,4.0,0,59
544,5009489,0,0,0,2,135000.0,2,2,0,0,26.8,7.1,12,4.0,0,52
545,5009490,1,1,0,0,135000.0,2,2,0,0,44.4,17.0,8,2.0,0,40
547,5009493,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,47
548,5009494,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,10
549,5009495,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,30
550,5009497,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,18
551,5009498,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,17
553,5009500,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,41
554,5009501,1,1,0,0,270000.0,2,2,0,0,32.0,3.2,4,2.0,0,9
557,5009507,0,0,0,0,202500.0,2,1,0,0,44.1,13.6,3,2.0,0,12
559,5009509,0,0,0,0,202500.0,2,1,0,0,44.1,13.6,3,2.0,0,33
560,5009510,0,0,0,0,202500.0,2,1,0,0,44.1,13.6,3,2.0,0,14
561,5009512,0,0,0,0,157500.0,2,1,0,0,46.3,7.4,3,2.0,0,23
562,5009513,0,0,0,0,157500.0,2,1,0,0,46.3,7.4,3,2.0,0,5
563,5009515,0,0,0,0,157500.0,2,1,0,0,46.3,7.4,3,2.0,0,33
564,5009516,0,0,0,0,157500.0,2,1,0,0,46.3,7.4,3,2.0,0,53
565,5009517,0,0,0,0,157500.0,2,1,0,0,46.3,7.4,3,2.0,0,21
566,5009518,1,1,0,2,180000.0,2,1,0,0,34.1,5.11,8,4.0,0,4
567,5009519,1,1,0,2,180000.0,2,1,0,0,34.1,5.11,8,4.0,0,29
568,5009521,1,1,0,2,180000.0,2,1,0,0,34.1,5.11,8,4.0,0,5
569,5009523,1,1,0,1,112500.0,2,2,1,0,32.1,3.1,8,2.0,0,11
570,5009525,1,1,0,1,112500.0,2,2,1,0,32.1,3.1,8,2.0,0,21
571,5009526,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,17
572,5009527,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,28
574,5009530,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,16
575,5009531,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,21
576,5009533,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,6
577,5009534,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,27
578,5009535,0,1,0,0,157500.0,2,2,0,0,37.2,2.8,12,2.0,0,40
579,5009536,1,1,0,0,216000.0,2,2,0,0,42.4,2.5,8,2.0,0,16
580,5009537,0,1,0,0,202500.0,2,2,0,0,42.6,4.9,15,2.0,0,57
581,5009540,0,1,0,0,202500.0,2,2,0,0,42.6,4.9,15,2.0,0,20
582,5009541,0,1,0,0,202500.0,2,2,0,0,42.6,4.9,15,2.0,0,14
583,5009543,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,36
584,5009545,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,49
586,5009548,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,2
588,5009553,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,3
590,5009555,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,54
591,5009556,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,5
592,5009557,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,19
594,5009559,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,43
595,5009560,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,37
596,5009561,0,0,0,0,198000.0,2,2,0,0,51.6,19.474999999999998,8,2.0,0,25
597,5009562,0,0,0,0,157500.0,0,2,1,0,55.7,0.0,12,1.0,0,12
599,5009564,0,0,0,0,157500.0,0,2,1,0,55.7,0.0,12,1.0,0,11
600,5009565,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,40
601,5009566,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,10
602,5009567,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,21
603,5009568,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,19
605,5009570,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,56
606,5009571,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,35
607,5009572,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,51
608,5009573,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,20
609,5009574,1,1,0,0,180000.0,2,2,0,0,41.6,8.7,8,2.0,0,9
610,5009575,0,1,0,0,315000.0,2,2,0,0,46.9,2.2,0,2.0,0,24
611,5009576,0,1,0,0,315000.0,2,2,0,0,46.9,2.2,0,2.0,0,10
612,5009577,0,0,0,0,112500.0,0,2,0,0,58.4,0.0,12,2.0,0,24
613,5009578,0,0,0,0,112500.0,0,2,0,0,58.4,0.0,12,2.0,0,31
614,5009579,0,0,0,0,112500.0,0,2,0,0,58.4,0.0,12,2.0,0,5
616,5009581,0,0,0,0,112500.0,0,2,0,0,58.4,0.0,12,2.0,0,7
617,5009582,0,0,0,0,90000.0,2,2,1,0,32.0,1.1,15,1.0,0,23
620,5009585,0,0,0,0,45000.0,2,2,1,0,39.4,2.2,15,1.0,0,31
621,5009586,0,0,0,0,45000.0,2,2,1,0,39.4,2.2,15,1.0,0,12
622,5009590,0,1,0,0,225000.0,2,2,0,0,23.3,5.0,12,2.0,0,8
624,5009592,0,0,0,0,112500.0,0,2,1,2,64.5,0.0,12,1.0,0,8
625,5090748,0,0,0,0,112500.0,0,2,1,2,64.5,0.0,12,1.0,0,4
626,5009593,0,1,0,0,144000.0,2,2,0,0,47.7,2.5,3,2.0,0,22
627,5009594,0,1,0,0,144000.0,2,2,0,0,47.7,2.5,3,2.0,0,9
629,5009597,0,1,0,0,144000.0,2,2,0,0,47.7,2.5,3,2.0,0,42
631,5009600,0,1,0,0,144000.0,2,2,0,0,47.7,2.5,3,2.0,0,41
632,5009602,0,1,0,0,315000.0,2,1,0,0,36.1,7.6,15,2.0,0,43
633,5009603,0,0,0,1,112500.0,2,2,0,0,35.3,10.2,15,3.0,0,38
634,5009605,0,0,0,1,112500.0,2,2,0,0,35.3,10.2,15,3.0,0,6
636,5009607,0,0,0,2,144000.0,2,2,0,0,33.7,2.8,6,4.0,0,24
638,5009609,0,0,0,2,144000.0,2,2,0,0,33.7,2.8,6,4.0,0,33
639,5009610,0,0,0,2,144000.0,2,2,0,0,33.7,2.8,6,4.0,0,7
642,5009613,0,0,0,2,144000.0,2,2,0,0,33.7,2.8,6,4.0,0,40
643,5009614,0,0,0,2,144000.0,2,2,0,0,33.7,2.8,6,4.0,0,11
644,5009617,1,1,0,0,225000.0,0,2,0,0,47.7,0.0,12,2.0,0,14
645,5009618,1,1,0,0,225000.0,0,2,0,0,47.7,0.0,12,2.0,0,13
646,5009620,1,1,0,0,135000.0,2,2,0,0,52.2,0.3,4,2.0,0,42
649,5009624,1,1,0,0,135000.0,2,2,0,0,52.2,0.3,4,2.0,0,6
650,5009625,0,0,0,0,238500.0,2,2,0,0,52.1,9.0,8,2.0,0,39
652,5009628,0,0,0,0,238500.0,2,2,0,0,52.1,9.0,8,2.0,1,60
653,5009629,0,0,0,0,238500.0,2,2,0,0,52.1,9.0,8,2.0,0,42
654,5009631,0,0,0,0,112500.0,2,2,0,0,27.1,5.7,8,2.0,0,28
655,5009632,0,0,0,0,112500.0,2,2,0,0,27.1,5.7,8,2.0,0,13
656,5009633,1,1,0,1,144000.0,2,1,0,0,27.6,0.9,4,3.0,0,24
657,5009634,1,1,0,1,144000.0,2,1,0,0,27.6,0.9,4,3.0,0,10
658,5009636,0,0,0,0,90000.0,0,2,0,0,58.8,0.0,12,2.0,0,14
659,5009637,0,0,0,0,90000.0,0,2,0,0,58.8,0.0,12,2.0,0,48
660,5009638,0,0,0,0,90000.0,0,2,0,0,58.8,0.0,12,2.0,0,13
661,5009639,0,0,0,0,90000.0,0,2,0,0,58.8,0.0,12,2.0,0,40
662,5009642,1,0,0,0,202500.0,2,2,1,3,23.3,2.6,12,1.0,0,2
663,5009643,1,0,0,0,202500.0,2,2,1,3,23.3,2.6,12,1.0,0,26
664,5009646,1,0,0,0,117000.0,2,2,1,0,40.2,10.0,9,1.0,0,16
665,5009647,1,0,0,0,117000.0,2,2,1,0,40.2,10.0,9,1.0,0,19
666,5009648,1,0,0,0,117000.0,2,2,1,0,40.2,10.0,9,1.0,0,17
668,5009651,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,61
669,5009653,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,12
670,5009654,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,52
671,5009655,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,9
672,5009656,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,39
674,5009658,0,0,0,0,135000.0,2,2,0,0,51.1,19.474999999999998,12,2.0,0,49
675,5009660,1,0,0,0,225000.0,2,1,1,0,27.1,4.1,12,1.0,0,41
676,5009661,1,0,0,0,225000.0,2,1,1,0,27.1,4.1,12,1.0,0,33
678,5009663,1,0,0,0,225000.0,2,1,1,0,27.1,4.1,12,1.0,0,15
679,5009664,0,0,0,0,126000.0,0,2,1,0,52.7,0.0,12,1.0,0,28
680,5009665,0,0,0,0,126000.0,0,2,1,0,52.7,0.0,12,1.0,0,29
682,5009667,0,0,0,0,126000.0,0,2,1,0,52.7,0.0,12,1.0,0,7
684,5009671,0,0,0,0,135000.0,2,2,0,0,43.3,1.2,3,2.0,0,9
685,5009672,0,0,0,0,135000.0,2,2,0,0,43.3,1.2,3,2.0,0,7
686,5009673,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,31
687,5009674,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,37
688,5009675,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,19
689,5009676,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,20
690,5009677,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,40
691,5009678,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,23
692,5009680,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,42
696,5009684,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,21
698,5009686,0,0,0,0,90000.0,0,2,1,0,59.5,0.0,12,1.0,0,22
701,5009689,0,0,0,0,153000.0,0,2,1,0,63.1,0.0,12,1.0,0,41
702,5009690,0,0,0,0,153000.0,0,2,1,0,63.1,0.0,12,1.0,0,23
704,5009693,0,0,0,0,153000.0,0,2,1,0,63.1,0.0,12,1.0,0,16
705,5009694,1,1,0,0,380250.0,2,1,0,1,35.7,4.3,10,2.0,0,25
706,5009695,1,1,0,0,380250.0,2,1,0,1,35.7,4.3,10,2.0,0,7
707,5009698,1,1,0,0,380250.0,2,1,0,1,35.7,4.3,10,2.0,0,28
708,5009699,1,1,0,0,380250.0,2,1,0,1,35.7,4.3,10,2.0,0,8
709,5009700,1,1,0,0,380250.0,2,1,0,1,35.7,4.3,10,2.0,0,9
711,5009701,0,0,0,0,139500.0,0,2,0,0,57.1,0.0,12,2.0,0,4
713,5009703,0,0,0,0,139500.0,0,2,0,0,57.1,0.0,12,2.0,0,14
715,5009705,0,0,0,0,139500.0,0,2,0,0,57.1,0.0,12,2.0,0,20
716,5009706,0,0,0,0,157500.0,2,1,0,0,31.1,0.11,10,2.0,0,5
717,5009707,0,0,0,0,157500.0,2,1,0,0,31.1,0.11,10,2.0,0,16
718,5009709,0,0,0,0,157500.0,2,1,0,0,31.1,0.11,10,2.0,0,12
719,5009711,0,1,0,0,135000.0,2,2,0,3,30.5,1.2,15,2.0,0,5
720,5009712,0,1,0,0,135000.0,2,2,0,3,30.5,1.2,15,2.0,0,9
721,5009713,1,0,0,0,180000.0,2,2,1,0,25.8,4.8,12,1.0,0,26
723,5009715,1,0,0,0,180000.0,2,2,1,0,25.8,4.8,12,1.0,0,17
727,5009719,0,0,0,0,225000.0,2,2,1,0,52.11,12.2,12,1.0,0,24
728,5009722,0,0,0,0,225000.0,2,2,1,0,52.11,12.2,12,1.0,0,60
729,5009724,0,0,0,0,135000.0,2,1,0,0,27.1,6.9,15,2.0,0,42
730,5009725,0,0,0,0,135000.0,2,1,0,0,27.1,6.9,15,2.0,0,11
731,5009726,0,0,0,0,135000.0,2,1,0,0,27.1,6.9,15,2.0,0,8
732,5009727,0,0,0,0,135000.0,2,1,0,0,27.1,6.9,15,2.0,0,58
733,5009729,1,1,0,0,292500.0,2,2,0,0,36.1,3.7,8,2.0,0,5
735,5009731,1,1,0,0,292500.0,2,2,0,0,36.1,3.7,8,2.0,0,6
736,5009732,0,1,0,0,270000.0,2,1,0,0,52.12,19.474999999999998,10,2.0,0,50
739,5009736,0,1,0,0,99000.0,2,2,0,0,40.1,12.0,3,2.0,0,17
740,5009737,0,1,0,0,99000.0,2,2,0,0,40.1,12.0,3,2.0,0,6
741,5009738,0,1,0,0,99000.0,2,2,0,0,40.1,12.0,3,2.0,0,5
743,5009740,0,1,0,0,99000.0,2,2,0,0,40.1,12.0,3,2.0,0,16
745,5009742,0,0,0,0,135000.0,2,2,0,0,33.9,6.9,15,2.0,0,15
746,5009743,0,0,0,0,135000.0,2,2,0,0,33.9,6.9,15,2.0,0,21
747,5009745,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,17
748,5009746,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,1,56
749,5009748,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,14
750,5009750,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,25
751,5009751,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,27
752,5009755,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,28
753,5090754,0,1,0,0,315000.0,2,1,0,0,37.1,1.7,12,2.0,0,47
754,5009757,1,1,0,0,270000.0,2,1,1,0,24.1,4.7,8,1.0,0,27
755,5009758,1,1,0,0,270000.0,2,1,1,0,24.1,4.7,8,1.0,0,28
756,5009759,1,1,0,0,270000.0,2,1,1,0,24.1,4.7,8,1.0,0,19
757,5009760,1,1,0,0,270000.0,2,1,1,0,24.1,4.7,8,1.0,0,10
759,5009762,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,17
760,5009764,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,14
762,5009766,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,28
764,5009768,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,20
766,5009774,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,31
769,5009779,1,0,0,0,135000.0,2,2,1,0,38.8,8.8,8,1.0,0,5
770,5009783,1,1,0,2,380250.0,2,1,0,1,40.1,18.8,3,4.0,0,29
772,5009785,0,0,0,0,198000.0,0,2,1,0,60.3,0.0,12,1.0,0,7
773,5009788,0,0,0,0,198000.0,0,2,1,0,60.3,0.0,12,1.0,0,8
775,5009790,0,0,0,0,198000.0,0,2,1,0,60.3,0.0,12,1.0,0,34
777,5009792,0,0,0,0,198000.0,0,2,1,0,60.3,0.0,12,1.0,0,49
779,5009796,0,0,0,0,198000.0,0,2,1,0,60.3,0.0,12,1.0,0,6
782,5009799,0,1,0,0,380250.0,2,1,0,0,42.3,10.1,12,2.0,0,46
783,5009800,0,1,0,0,380250.0,2,1,0,0,42.3,10.1,12,2.0,0,12
785,5009802,0,1,0,0,380250.0,2,1,0,0,42.3,10.1,12,2.0,0,11
787,5009804,0,1,0,0,380250.0,2,1,0,0,42.3,10.1,12,2.0,0,42
788,5090756,0,1,0,0,380250.0,2,1,0,0,42.3,10.1,12,2.0,0,10
789,5009805,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,10
790,5009806,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,21
791,5009807,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,26
792,5009808,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,35
793,5009809,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,32
794,5009810,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,52
795,5009811,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,22
797,5009813,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,19
798,5009814,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,14
801,5090772,0,0,0,1,202500.0,2,2,0,0,32.4,8.11,15,3.0,0,9
803,5009819,0,1,0,0,99000.0,2,2,0,0,40.9,14.11,2,2.0,0,9
805,5009821,0,1,0,0,99000.0,2,2,0,0,40.9,14.11,2,2.0,0,13
806,5009822,0,1,0,0,99000.0,2,2,0,0,40.9,14.11,2,2.0,0,21
808,5009824,0,1,0,0,99000.0,2,2,0,0,40.9,14.11,2,2.0,0,22
809,5009825,0,1,0,0,99000.0,2,2,0,0,40.9,14.11,2,2.0,0,10
810,5009826,0,0,0,0,112500.0,2,2,0,0,43.2,1.0,15,2.0,0,26
813,5009829,0,0,0,0,112500.0,2,2,0,0,43.2,1.0,15,2.0,0,25
815,5009831,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,20
816,5009832,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,6
817,5009833,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,40
818,5009834,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,5
819,5009835,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,14
820,5009836,1,1,0,0,166500.0,2,1,0,3,28.7,4.8,3,2.0,0,45
821,5009837,0,0,0,0,135000.0,2,2,0,0,35.11,15.3,11,2.0,0,12
823,5009839,1,1,0,0,202500.0,2,2,0,0,34.7,1.1,8,2.0,0,34
824,5009841,1,1,0,0,202500.0,2,2,0,0,34.7,1.1,8,2.0,0,35
825,5009843,0,0,0,0,81000.0,2,2,1,0,49.1,4.0,15,1.0,0,23
826,5009844,1,1,0,0,180000.0,2,2,0,0,43.6,0.4,17,2.0,0,14
827,5009845,1,1,0,0,180000.0,2,2,0,0,43.6,0.4,17,2.0,0,46
828,5009846,1,0,0,0,225000.0,2,1,0,0,33.7,1.1,10,2.0,0,35
829,5009847,0,0,0,0,99000.0,2,1,0,0,27.7,1.1,15,2.0,0,17
830,5009848,0,0,0,0,99000.0,2,1,0,0,27.7,1.1,15,2.0,0,32
831,5009849,0,0,0,0,99000.0,2,1,0,0,27.7,1.1,15,2.0,0,52
832,5009850,1,1,0,0,360000.0,2,2,1,3,28.1,1.6,4,1.0,0,23
833,5009851,1,1,0,0,360000.0,2,2,1,3,28.1,1.6,4,1.0,0,16
